person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist
15341,D,A,A,,,A,,D,A,A,D,A,F,D,,D
15342,A,,A,,A,F,,A,A,D,,,D,A,,A
15344,D,F,,A,D,D,D,D,A,D,A,D,,A,D,A
15345,,D,F,D,D,D,F,A,A,D,A,D,D,A,A,D
15346,A,A,A,A,D,A,A,A,A,D,,D,A,A,D,A
15347,D,,A,D,D,A,D,D,A,A,D,,A,A,F,D
15349,A,D,D,A,A,D,,A,A,,A,A,D,A,A,A
15350,F,F,A,A,A,,D,D,D,C,A,D,,,A,A
15353,A,D,A,A,A,A,A,A,A,,A,A,A,D,D,D
15355,D,A,A,A,A,A,A,F,A,A,A,A,,F,A,A
15356,D,A,A,D,A,,A,,F,F,D,D,D,A,,
15357,A,A,A,A,D,D,D,A,,A,A,D,A,A,D,A
15360,A,A,D,A,A,,A,A,D,A,D,A,A,A,A,A
15362,A,A,A,A,A,D,A,A,A,,A,,D,A,A,
15363,A,D,,D,A,D,D,A,,D,A,A,A,A,D,C
15365,,A,D,D,F,A,A,F,A,,A,A,A,,F,
15366,,,D,,A,A,,A,D,A,D,A,D,D,,D
15368,,,D,D,A,A,A,D,D,A,A,A,A,,D,
15370,,,A,A,A,,A,A,A,A,A,D,D,D,,D
15371,A,,A,,D,A,,,A,D,A,A,A,A,A,A
15374,,D,A,A,,F,A,D,A,A,F,A,D,D,A,A
15375,F,A,D,A,A,D,,A,,,,A,A,A,D,
15376,,,D,A,A,,C,D,A,D,A,F,D,,,D
15377,,A,D,D,,F,A,A,A,A,,A,,D,D,
15378,,A,A,,A,D,A,,D,D,D,A,D,,A,A
15380,A,A,A,A,,D,,A,A,,D,,D,D,F,A
15381,D,A,A,A,A,A,F,A,A,D,A,,D,D,F,A
15383,A,A,,A,D,A,A,A,A,A,D,A,,D,,
15384,A,D,A,,D,D,A,A,F,A,,,A,F,D,F
15386,D,A,D,A,,A,D,D,,,D,,A,A,,D
15388,,D,A,F,A,A,F,A,A,D,D,,A,D,A,A
15389,D,,A,D,A,A,A,D,A,A,A,A,D,D,,A
15390,A,D,D,D,D,A,D,A,A,A,A,D,A,,D,A
15391,A,A,A,A,F,A,,F,F,F,D,,,,D,A
15392,A,C,A,A,A,A,A,A,A,A,D,,D,,,F
15393,A,D,A,A,A,,,A,D,,A,A,C,F,D,A
15394,A,D,D,D,D,,,,A,D,A,A,A,A,,A
15395,A,A,,A,A,A,A,,A,D,A,D,A,D,A,A
15396,F,A,D,D,A,D,A,C,,F,A,D,A,C,F,
15404,D,A,,,D,D,A,A,D,A,,A,A,,D,
15405,A,,A,A,A,,A,A,,A,A,A,A,D,A,A
15406,D,,A,,A,D,A,A,D,D,,A,A,,F,A
15409,A,,,A,D,A,,A,A,A,A,A,D,A,D,A
15410,A,A,,,,A,F,,,D,A,A,D,D,A,A
15412,A,,A,D,A,C,,,F,D,A,D,A,D,A,A
15413,,A,D,C,A,A,,A,A,D,,D,A,,A,A
15414,,A,A,D,A,A,A,A,A,D,D,,A,A,,F
15415,F,A,D,D,A,A,D,,,A,D,,,,A,D
15417,A,F,,,D,D,,D,,A,A,D,A,D,,
15419,A,A,A,,A,D,,A,D,,D,D,D,A,A,
15422,A,,A,D,D,D,,A,A,D,A,D,A,A,A,D
15424,D,,A,F,A,,D,,D,F,A,D,A,,,
15425,A,A,A,A,D,D,F,A,F,F,,D,A,A,D,
15426,D,D,D,A,A,F,,A,F,A,F,A,C,D,A,A
15429,,A,A,A,F,A,A,D,D,,A,A,D,A,A,A
15430,,,,A,A,D,,A,A,D,A,A,,,D,
15431,D,A,D,D,A,A,A,,F,F,A,A,D,A,A,
15433,A,D,A,A,A,D,A,A,A,D,A,,A,,D,F
15434,,D,A,A,A,A,,A,,D,,,A,D,,A
15435,D,A,F,A,A,F,,,F,A,D,,D,D,,D
15436,C,D,,,A,A,F,A,,,D,A,D,,A,D
15437,,D,A,D,,D,D,A,D,D,,,D,A,A,
15439,D,A,A,A,D,D,,,D,A,A,A,A,A,A,A
15441,A,F,,,D,D,A,A,A,A,A,A,,A,D,
15442,D,F,A,A,A,A,A,F,D,D,D,,D,,F,F
15446,,A,F,A,A,A,D,D,A,A,D,D,A,A,A,D
15448,A,,D,C,D,A,F,F,,A,,A,F,A,F,A
15449,D,A,,A,D,A,F,D,A,A,D,A,,A,A,A
15450,,A,A,A,,A,,A,D,D,A,A,A,F,D,
15452,D,,,A,F,D,,F,D,A,,D,A,D,D,D
15453,D,,F,A,D,A,D,F,,A,D,A,A,A,,
15454,D,A,,D,A,A,A,D,A,A,A,D,,A,A,A
15455,D,A,A,D,,C,A,,C,A,,A,,D,A,F
15457,,D,D,A,D,A,A,,,D,,F,A,,,D
15458,D,D,A,D,D,A,A,D,A,D,A,A,D,,D,A
15461,A,A,A,A,D,D,A,D,A,F,D,A,D,,A,D
15462,A,A,,A,,,A,,,,D,D,D,,D,
15464,A,,C,,D,A,A,A,A,D,,A,A,A,A,A
15465,A,A,A,A,A,,A,A,A,,A,A,D,D,D,A
15466,D,,D,A,,A,D,A,F,,,D,F,,A,A
15467,D,,D,D,F,D,A,,A,C,D,D,D,,D,
15468,A,,A,A,,A,D,,,,D,A,A,D,A,
15469,A,D,,F,D,A,A,D,A,A,A,A,A,D,D,A
15470,F,,D,A,A,,F,A,A,D,,,A,A,,A
15471,A,A,,D,A,F,A,A,A,A,,,D,A,D,A
15472,A,D,D,A,D,A,A,,A,A,A,A,A,A,D,
15474,D,A,A,D,D,D,,A,A,A,A,D,F,A,A,A
15475,A,A,A,A,A,D,D,C,A,,A,A,A,,F,D
15476,,D,A,A,D,D,A,D,F,D,,D,,D,D,D
15477,A,D,A,F,,D,A,C,D,A,A,A,D,,D,A
15479,A,A,D,A,F,A,,C,A,,,,A,A,,A
15480,A,,,A,D,A,A,,A,A,A,D,A,F,,F
15483,F,A,D,A,D,D,D,D,A,D,A,D,A,A,A,A
15486,D,,,A,A,F,A,D,D,A,A,A,D,D,,A
15489,,D,,,A,A,D,D,D,F,A,A,D,A,A,A
15491,A,A,,D,D,A,,D,,,A,D,A,,A,
15493,,A,,D,A,D,A,A,D,A,A,A,A,A,A,
15494,A,D,,,F,,A,A,A,D,D,D,A,A,A,A
15497,D,F,A,D,,D,,D,A,,A,D,,,,A
15499,,D,D,,,D,A,D,A,A,F,,,A,D,
15500,A,A,,,,,F,F,A,A,A,A,A,D,A,D
15502,D,D,A,A,,A,D,D,A,D,,F,D,A,,A
15505,,A,A,D,D,A,D,,,A,D,A,A,A,A,
15507,A,,A,F,A,D,D,A,A,D,A,,A,D,D,D
15509,A,A,A,A,A,D,A,A,A,A,A,,A,A,A,A
15511,D,A,D,A,F,,A,,D,,D,D,D,D,D,D
15515,,A,A,A,D,F,A,,A,,A,,,D,,A
15516,A,D,A,A,A,A,,D,A,D,F,A,A,A,D,A
15517,,A,A,A,A,A,A,A,D,,D,F,A,A,,A
15518,D,,,A,A,D,A,F,F,D,D,A,A,A,A,
15520,A,A,F,D,,F,A,F,D,,,A,,D,,A
15522,D,A,D,,,D,A,A,,D,,A,,,A,
15523,,D,A,,,A,D,D,,A,A,D,A,F,A,A
15525,C,A,D,,,D,,A,D,A,A,,D,D,D,D
15528,,A,A,A,A,,A,A,A,A,A,D,D,F,A,A
15531,D,A,A,,D,A,F,A,A,D,F,A,A,A,A,
15532,,A,A,,A,D,A,,,D,A,A,,D,C,A
15535,,,D,F,F,,A,A,A,A,A,F,,,C,A
15539,D,D,D,A,,C,D,A,A,A,A,A,A,A,A,A
15541,F,D,,F,A,D,A,A,C,A,,A,A,,A,A
15543,A,A,,C,D,D,A,C,F,A,D,D,,,D,
15544,D,D,D,D,D,A,D,D,,A,,D,A,F,D,D
15546,,D,A,A,D,,D,F,F,D,D,A,D,D,A,A
15549,D,A,,,A,A,A,D,A,,A,A,A,,A,A
15550,A,A,A,F,A,D,F,D,F,D,A,D,F,D,A,A
15551,D,A,D,A,A,A,D,A,,A,D,C,D,D,,D
15555,A,,A,A,F,A,,A,,A,D,A,A,,A,A
15556,F,D,A,A,A,D,C,A,D,,D,A,A,,A,
15558,A,D,A,A,A,,,A,A,F,,A,D,D,A,A
15561,,F,A,A,F,F,D,D,A,D,D,,,D,D,
15563,A,F,,D,D,A,A,D,A,A,D,A,A,A,D,A
15564,A,F,D,,D,D,,C,F,A,A,A,D,A,D,A
15565,,A,A,A,,D,F,A,A,A,A,D,A,A,,D
15566,D,A,D,,,,A,D,,F,,A,,A,D,F
15568,,,A,D,,A,A,F,D,D,A,A,A,A,,A
15572,A,D,D,A,A,A,A,A,A,D,,C,F,A,F,
15573,A,A,A,A,A,A,A,D,A,A,F,A,D,A,A,A
15574,,A,D,A,D,D,A,D,,D,A,,A,,,
15575,,D,,A,,A,A,D,A,,A,,D,A,A,A
15577,D,A,,A,,A,D,D,A,,,A,F,A,D,D
15578,,D,D,A,A,D,D,D,D,A,A,A,A,A,D,A
15583,,F,A,A,A,A,A,A,A,,A,D,A,A,A,D
15585,F,A,A,A,A,D,D,D,D,D,D,D,F,,D,
15586,A,F,,A,A,D,F,A,D,A,A,D,,D,A,A
15587,A,D,A,D,,,A,A,D,D,D,A,,D,,A
15588,A,D,,A,,D,,F,A,A,,F,,A,A,A
15592,A,F,A,C,,A,,D,D,A,,D,D,,D,A
15593,D,,F,D,D,D,,F,A,D,,D,A,,A,D
15594,A,,A,C,A,A,D,A,D,A,A,A,A,A,D,A
15595,D,A,A,D,D,A,D,A,,D,D,,D,,A,D
15596,A,A,A,A,A,A,D,A,A,A,,A,A,F,F,
15598,A,A,F,A,A,D,D,,A,,A,F,C,A,D,A
15600,A,A,A,A,A,D,F,D,,A,A,A,A,,,
15602,A,D,D,,D,D,A,,A,F,,,D,D,A,D
15604,D,A,F,A,D,A,D,A,,A,A,A,D,A,A,A
15607,A,,A,D,A,D,A,F,A,A,A,A,F,D,A,
15611,A,A,A,,D,A,,D,A,D,A,,D,D,A,A
15612,,A,A,A,F,D,A,D,,F,A,A,D,A,A,A
15613,D,,,A,A,A,F,A,D,D,D,D,A,A,A,A
15614,,D,C,F,A,,D,D,A,D,D,A,F,A,D,A
15620,A,A,,A,A,A,D,D,,A,A,A,D,,A,A
15622,A,,F,,A,A,A,,F,,D,D,A,A,A,D
15625,,,F,D,A,,D,A,,A,C,,A,A,D,A
15626,A,,A,F,D,D,A,,,,A,A,A,A,A,A
15627,,,A,A,D,A,C,A,A,A,A,D,D,D,,D
15628,A,F,F,D,A,A,A,,,A,,,,,D,
15629,,D,A,A,A,A,A,A,,A,A,A,A,D,D,D
15630,D,A,,A,F,,A,A,A,D,D,D,A,,C,
15631,,,A,,A,D,A,A,D,A,D,A,C,D,D,
15635,D,A,,,A,F,A,,A,F,,A,A,D,F,
15636,A,,A,A,D,D,A,D,,A,,A,,A,A,A
15639,A,D,D,D,A,A,A,A,A,,A,,,A,,A
15641,A,A,A,A,C,A,A,A,A,F,,,,,A,A
15642,D,A,D,D,,D,A,A,A,,A,D,A,A,A,A
15643,A,D,A,A,A,D,F,,A,C,A,,A,A,A,D
15644,A,,,,D,A,A,A,,,A,D,D,A,A,D
15645,D,,D,A,,A,A,C,C,A,,D,A,A,D,F
15646,A,D,,,,D,D,D,D,A,A,,D,,D,A
15648,A,A,D,A,,D,,D,A,A,D,D,A,,A,D
15649,F,,,A,D,,A,D,A,A,A,A,A,A,,A
15650,A,A,A,,A,C,A,F,A,,A,D,D,A,A,A
15651,A,A,F,D,D,D,A,A,F,D,A,D,,A,D,
15652,D,,A,,A,A,D,F,F,A,,D,C,A,,A
15653,D,D,A,A,A,A,D,,F,A,,C,D,,D,A
15654,A,A,A,,A,D,,A,A,C,D,D,A,A,F,
15657,D,,A,A,,D,A,A,A,D,,D,D,,A,A
15662,D,A,D,,D,A,D,A,C,A,A,A,A,,A,D
15665,A,A,A,,F,C,A,,A,,D,A,A,A,A,F
15670,A,A,D,D,A,F,A,,F,D,F,,,,,A
15671,A,A,,C,A,,D,A,,A,A,D,A,F,A,C
15672,A,D,D,,A,D,,A,D,A,,F,D,A,D,
15675,A,A,A,A,,F,A,F,,,,D,A,,A,
15676,A,A,D,,,D,A,A,A,,A,A,D,D,A,A
15678,A,F,A,A,A,A,F,D,A,,,D,A,,A,
15680,A,D,,F,A,A,,A,D,F,A,A,A,A,D,
15681,F,A,A,A,A,,D,C,A,A,,A,,A,F,D
15682,D,A,D,A,A,,A,D,A,D,A,D,,A,C,D
15683,,,A,D,C,D,A,D,A,,D,A,,D,D,D
15687,F,A,,,,A,D,D,F,A,A,A,D,D,D,
15688,D,,A,A,,,,,F,D,D,A,F,D,A,A
15689,A,A,A,A,,,D,A,D,A,D,A,,D,F,
15691,C,D,D,D,D,,A,A,A,D,,A,A,A,A,A
15692,A,A,A,D,C,A,A,D,A,D,A,D,A,C,,F
15694,,A,C,A,A,D,,D,D,A,F,D,A,A,,A
15695,D,D,A,A,D,D,,F,A,A,A,F,,,A,D
15696,A,D,A,,A,A,A,,,,,D,,D,D,A
15701,F,A,A,,A,,D,,D,,D,D,,D,D,A
15702,,D,C,A,D,,A,A,A,D,,A,A,D,,
15703,A,,A,D,F,A,D,F,,A,A,D,A,A,D,D
15704,D,D,A,A,,,F,,A,A,C,A,,A,A,A
15705,D,A,,D,A,A,A,D,,A,D,F,,,A,A
15706,D,F,A,A,D,A,,A,,,,F,A,D,A,A
15707,D,A,,D,A,A,D,A,F,D,F,F,A,,A,D
15709,A,A,C,,A,,D,A,A,D,F,D,D,D,A,A
15710,F,D,,A,A,A,D,F,A,D,F,A,D,A,A,C
15719,,F,D,A,D,D,A,,F,,,A,A,A,A,A
15720,A,A,A,A,D,,,D,A,A,A,D,D,A,A,A
15721,A,D,D,D,D,D,,,A,A,,A,,A,D,
15723,A,A,F,A,,F,D,D,D,,D,A,A,A,C,D
15726,A,A,,A,,D,D,A,A,,D,D,A,A,A,D
15728,F,,A,A,A,,A,A,A,A,,A,D,A,D,A
15729,D,A,D,D,,D,,D,A,A,A,A,,A,D,A
15731,A,A,A,D,A,F,D,A,D,D,A,A,,A,A,A
15736,A,D,,A,D,,D,A,,D,A,,A,A,D,A
15737,A,A,,D,A,A,A,,,D,A,A,D,A,A,D
15738,D,,A,D,A,D,,F,A,A,,F,,A,A,
15739,D,A,,D,C,A,A,D,D,A,,F,A,,A,
15740,A,A,D,A,D,,A,,A,A,F,F,,,A,
15742,D,A,,,A,A,A,A,F,D,F,A,A,D,,D
15745,D,,,A,D,C,,D,A,C,F,A,,D,A,F
15746,A,D,A,A,,A,A,A,A,D,A,A,A,C,D,D
15747,D,D,A,,F,D,,A,F,D,,A,A,D,A,A
15751,D,,A,A,D,A,A,F,D,F,A,A,C,A,D,A
15753,A,,D,D,D,,A,A,F,A,A,,A,A,A,A
15754,,D,A,,,A,D,A,A,A,A,A,A,F,A,
15755,F,,A,F,,A,,D,A,A,C,D,,A,D,D
15756,A,,A,A,D,,D,A,A,A,A,A,F,A,D,A
15758,D,D,A,,A,A,A,,A,A,,D,A,A,A,F
15762,A,D,,A,A,D,D,A,D,A,A,A,D,D,A,D
15765,,D,,D,,A,D,A,A,A,A,D,A,A,A,D
15767,,,F,F,A,,A,A,D,D,A,,,D,A,D
15768,,A,F,A,A,A,,,D,D,D,A,A,,D,A
15769,C,,F,A,,,A,D,,A,A,D,,,A,
15770,,A,,A,A,F,A,A,D,A,D,D,,A,F,A
15772,,F,A,D,,A,A,,,D,A,A,F,A,A,A
15773,,A,D,D,A,,,,C,A,A,A,D,A,A,F
15774,D,,A,D,D,,A,,A,,D,A,D,A,A,
15778,A,,A,D,A,D,A,A,D,A,A,C,A,,,
15779,A,A,A,A,A,D,,A,A,A,,D,D,A,D,C
15780,D,D,D,D,A,,,F,A,,D,A,F,D,D,A
15784,F,A,A,A,D,D,A,A,,D,A,C,A,D,D,F
15785,F,A,A,D,A,D,A,,A,D,A,A,D,A,A,A
15786,A,A,D,D,,D,D,A,D,A,F,,F,A,A,
15788,D,A,A,,A,D,,A,A,A,D,,A,D,F,
15790,D,,D,D,A,F,A,C,,A,A,,,,F,A
15791,D,A,,,C,A,A,A,F,A,A,D,A,A,D,A
15792,,F,F,A,A,A,,A,D,A,F,A,D,A,D,D
15793,,D,A,,D,C,D,,A,A,D,,A,D,F,A
15794,A,,D,A,A,,A,A,D,D,A,,A,F,,D
15796,,A,F,D,D,D,D,,A,A,,,F,,D,
15800,A,D,D,F,D,A,,D,,D,,A,A,D,A,D
15802,,D,D,A,D,A,,A,D,D,F,A,,D,A,
15803,,,D,,,D,C,D,D,D,A,,A,A,D,
15804,A,A,A,A,D,A,,,D,A,F,D,D,A,A,A
15805,D,A,A,D,A,A,D,,A,A,A,D,A,A,D,A
15807,A,,,A,,A,D,D,D,A,F,,C,D,,D
15808,A,A,,A,A,A,A,A,D,A,D,A,,D,F,D
15810,A,A,,F,,D,A,A,F,,A,A,,A,A,A
15811,A,F,A,D,A,A,D,F,A,,A,D,D,D,D,A
15813,A,A,A,A,D,F,D,A,D,D,A,,D,A,,C
15816,,A,D,D,,D,D,,A,,A,D,A,D,A,D
15817,A,D,A,F,A,A,D,A,F,,,,D,A,A,F
15818,D,A,A,,A,A,D,A,D,A,,A,A,A,A,A
15820,D,D,A,A,A,F,C,D,D,A,A,A,A,A,,A
15823,D,A,F,,A,D,F,A,D,A,D,D,F,D,D,D
15824,D,,F,A,A,A,D,D,D,A,A,A,F,A,F,A
15825,,,C,,D,A,D,D,D,A,D,A,D,A,,D
15826,D,A,,A,D,A,A,D,F,C,D,A,D,A,D,A
15828,D,A,F,A,D,,,F,A,A,,,C,A,A,A
15829,A,F,D,D,D,A,A,,,,A,D,,A,C,A
15830,A,A,A,,F,D,A,D,F,F,D,A,A,A,A,
15833,A,,C,A,A,A,A,A,D,F,,D,D,A,D,
15834,A,A,D,A,A,A,A,A,A,A,A,A,,D,,A
15835,A,A,A,,A,A,A,A,A,,D,F,,A,,D
15839,A,D,A,D,D,A,A,F,A,,F,D,A,A,A,A
15840,D,A,D,,A,A,A,A,D,A,D,,,D,A,C
15842,C,D,D,A,F,,D,,A,D,A,A,A,A,,D
15843,A,A,A,D,A,,A,D,F,D,D,,A,A,,D
15844,A,,D,F,C,A,,A,,D,A,A,A,F,A,
15845,A,D,A,A,D,A,A,,A,A,,,A,,A,A
15846,A,A,A,A,D,A,D,A,D,,D,A,A,A,D,
15851,,C,,A,D,,D,,F,A,D,A,F,A,A,D
15852,,D,A,A,A,D,A,A,A,F,,C,A,A,,A
15853,A,D,A,D,D,D,A,A,A,D,A,A,A,A,D,D
15855,D,F,D,,,,A,A,A,F,A,,D,A,A,A
15860,D,D,A,F,A,F,A,A,A,A,A,D,D,,A,
15864,D,F,A,A,F,A,,A,A,D,A,D,D,,A,A
15866,A,A,D,A,A,C,,A,F,D,A,,A,,A,D
15868,A,A,,A,A,A,A,D,A,,,D,,F,A,A
15869,A,D,A,D,A,D,D,A,D,F,A,D,,,,D
15870,D,D,D,A,A,,A,,A,,D,A,D,F,A,D
15871,D,D,A,A,A,A,A,,A,A,A,A,D,D,A,A
15873,D,D,A,D,,,A,,A,D,A,D,,A,A,
15876,D,A,A,A,A,D,,,A,,D,A,D,A,A,A
15877,D,A,D,A,A,A,A,D,A,D,A,,F,D,,A
15879,D,A,A,A,A,,D,A,D,A,D,F,A,A,A,F
15880,A,A,A,D,D,D,A,A,A,A,D,,D,D,A,A
15881,,D,D,A,,A,A,A,,D,,F,D,D,A,A
15883,,A,,D,D,A,D,A,A,A,D,A,A,F,A,
15884,D,D,F,A,D,,,A,A,F,A,A,D,A,D,A
15885,A,A,D,A,D,F,,A,D,C,A,,F,,A,A
15886,,A,A,D,A,,A,A,D,A,,F,A,,,A
15887,A,A,D,A,D,A,A,,A,A,F,D,A,A,,D
15888,D,A,A,F,F,D,D,A,A,A,F,,D,,D,D
15889,A,A,,A,D,D,F,,A,A,D,A,A,,A,D
15896,A,D,,A,D,A,A,A,A,D,F,A,D,D,D,A
15898,A,,A,D,A,A,D,A,D,D,A,A,,,D,A
15899,A,D,D,,A,,D,D,A,A,A,D,D,D,A,A
15901,D,A,D,A,,D,,A,F,A,D,D,,A,D,A
15902,A,A,F,D,A,A,A,A,F,,D,A,A,,A,A
15903,A,A,D,D,A,,A,A,A,A,A,A,D,A,A,A
15904,F,A,D,D,A,D,A,A,C,A,F,A,D,A,,
15905,A,,D,F,A,D,D,A,A,D,A,A,A,,,A
15908,,,,,D,A,,,,A,D,D,A,A,A,
15910,D,D,F,,A,A,,D,D,,A,A,D,F,F,D
15911,D,A,A,A,D,A,A,D,A,D,A,A,A,F,A,A
15912,A,A,A,,A,A,A,D,,A,A,F,A,A,,A
15914,F,A,,A,A,A,D,F,A,A,A,F,D,,F,A
15917,A,D,,A,D,D,,D,A,F,,D,A,A,,
15918,D,F,F,A,A,,A,F,A,,A,D,D,A,D,A
15921,F,A,D,A,A,,D,,D,A,D,A,D,,C,A
15922,,A,A,A,A,A,A,A,,F,D,C,F,A,A,A
15923,A,D,A,A,A,,A,A,D,,,A,F,D,C,D
15926,A,,D,A,D,A,,,A,,A,A,,A,D,A
15927,D,A,A,A,A,A,A,A,D,A,A,A,,A,C,
15930,A,A,F,,A,D,A,A,A,A,D,D,F,F,A,A
15933,A,F,A,,F,D,,A,,A,A,A,D,,,A
15934,,A,,A,,D,,D,A,D,A,A,,D,,A
15936,,F,A,A,,A,,,A,A,A,A,A,A,,F
15937,,D,,A,D,D,,A,,A,C,A,D,A,A,A
15940,A,,,,D,F,F,,D,D,A,A,A,D,D,A
15942,A,A,D,,A,A,C,A,A,C,A,,D,,F,A
15943,,A,D,F,,A,A,A,A,A,D,A,,,A,A
15945,A,A,A,A,A,A,F,,A,A,D,A,,A,A,A
15946,A,A,,A,A,A,A,F,A,A,D,,D,A,A,D
15948,,A,D,A,A,D,A,D,A,A,,A,D,A,D,D
15949,,D,A,A,A,D,D,A,A,D,,A,F,D,,D
15950,F,,,A,A,,D,D,,,A,A,D,A,A,D
15951,A,A,A,A,A,A,A,A,,F,D,D,D,,,A
15952,D,A,D,D,D,,,D,A,,A,D,,,A,A
15953,A,A,,A,,,,A,A,A,,D,D,A,A,A
15955,D,A,D,D,,A,A,,D,D,,A,A,A,D,A
15957,A,A,A,A,A,A,A,F,,D,A,D,A,,D,C
15961,A,A,A,A,,A,D,,D,F,D,D,,,,A
15963,,A,A,A,,,D,D,A,D,,A,A,D,A,D
15965,C,F,A,A,A,,D,D,A,,,D,,,A,A
15966,A,,,A,A,D,A,D,D,A,D,F,D,D,F,
15967,,D,D,A,,A,D,A,,A,A,A,A,F,A,
15969,D,,A,A,D,,,D,A,D,,C,A,A,,A
15970,A,D,,A,D,D,D,D,A,F,A,A,F,D,F,A
15971,A,C,D,,D,A,A,,A,A,A,D,A,,,D
15972,,A,A,D,A,A,A,A,D,A,,A,A,,F,A
15973,A,A,A,,,D,D,,,A,,A,F,A,A,D
15974,A,A,A,F,D,D,,,A,,D,A,D,,D,A
15975,D,D,,D,D,A,,D,A,D,F,F,A,A,A,C
15976,,A,D,D,,F,F,D,,F,A,C,D,A,D,
15977,A,D,A,,A,D,,A,D,D,,,A,D,,D
15978,A,D,A,D,C,D,,A,D,,A,D,,,D,D
15979,A,D,D,,A,D,A,C,A,A,A,D,A,D,C,
15981,A,,A,A,F,,D,,A,,,D,A,A,D,A
15982,A,,D,A,A,A,A,A,A,A,D,A,A,A,,
15983,C,A,A,,,A,A,A,A,,D,,A,F,F,A
15984,F,A,D,A,,D,D,F,A,A,,A,A,D,D,A
15985,D,A,A,D,A,D,D,,A,A,D,D,A,D,A,A
15987,,D,A,A,,D,A,,A,A,A,D,A,D,D,A
15988,A,A,D,,A,A,A,A,A,A,,A,A,,A,D
15989,A,D,D,A,A,A,D,A,A,A,C,D,D,A,A,D
15991,F,D,A,,D,D,A,A,A,,F,A,A,A,,F
15992,A,C,A,,A,A,A,A,A,A,A,,A,A,A,A
15993,,C,D,A,A,D,D,A,F,D,D,A,D,A,D,D
15994,A,D,D,D,,D,D,A,,A,,D,A,,A,A
15995,D,A,,,A,D,F,D,A,D,,F,,A,D,D
15997,,,D,F,A,,D,F,,A,A,,A,A,A,D
15998,,,,,C,A,F,,D,D,,A,D,D,D,A
15999,F,D,A,A,A,A,D,A,D,D,,,F,,D,A
16001,,,A,A,D,D,A,A,,A,,D,A,A,,
16002,A,D,A,D,D,A,D,,D,A,A,,F,D,D,A
16004,A,A,A,A,A,A,A,A,D,,F,,A,A,D,A
16005,,F,D,,A,F,,D,,A,A,A,A,,,A
16008,F,A,A,D,A,F,D,A,A,D,,F,,A,F,D
16009,A,A,,A,D,D,D,A,D,A,,D,,D,D,D
16010,D,D,F,A,D,C,A,D,D,D,A,,D,,A,A
16015,F,A,D,A,A,D,,,F,D,A,F,A,A,A,A
16018,A,D,,,F,,D,A,A,A,A,,A,D,,A
16019,,A,A,,A,F,,,F,A,D,A,,A,C,
16020,A,A,A,A,A,A,F,A,C,A,A,D,A,,,D
16021,A,D,A,D,D,A,,D,D,D,A,A,D,A,,D
16022,A,C,A,D,C,D,F,A,A,D,,A,,,A,C
16023,A,A,D,D,,D,D,A,A,D,D,D,D,A,A,A
16025,D,D,D,A,D,,A,A,,,,A,F,,A,
16027,,,A,A,A,D,D,D,D,D,D,D,A,A,D,D
16030,,A,A,,A,D,,,A,A,A,D,D,D,,
16031,A,A,F,D,,A,A,,,,,F,,A,A,D
16032,D,A,F,,C,D,A,D,D,D,D,A,D,F,A,A
16034,D,A,C,,A,D,,A,D,A,D,F,D,D,A,A
16040,F,D,,,,,D,D,A,F,A,D,A,A,,A
16044,,A,A,A,A,A,D,A,A,A,C,A,,A,D,
16045,,,D,D,,A,D,,A,A,A,A,F,A,D,A
16047,D,D,F,,A,A,A,F,D,A,A,D,A,,D,A
16048,A,D,F,,A,D,D,,A,,A,D,A,D,A,A
16049,D,,A,A,A,A,A,A,A,A,,D,A,,A,
16050,F,C,A,,D,A,A,A,,D,,A,D,D,,D
16051,A,,F,A,A,F,,,A,D,A,F,,A,D,C
16052,,A,A,A,,D,D,D,A,,A,A,A,,D,A
16053,A,A,A,A,F,,C,,A,A,A,A,D,,A,A
16054,F,A,A,D,A,,A,A,A,F,A,A,A,D,A,A
16055,,,A,D,A,A,A,F,,,A,D,A,D,,A
16056,A,A,D,D,D,D,F,,D,D,D,A,D,,A,A
16057,D,F,A,F,D,A,A,A,A,,A,A,A,A,D,A
16060,A,A,A,D,,D,D,A,,F,A,,,F,A,
16061,A,D,,A,D,F,,D,D,A,A,D,A,,D,D
16062,,D,,,A,A,A,A,D,A,D,D,A,A,A,
16063,A,F,A,A,A,D,A,A,D,,A,,A,A,D,
16065,,,,A,F,D,A,,A,A,F,D,A,F,A,A
16066,A,,F,A,A,A,A,D,D,D,A,A,A,F,D,F
16068,D,A,D,D,A,F,A,A,,,D,A,A,,F,D
16069,D,,A,A,A,C,D,A,A,A,F,D,,D,A,D
16072,A,D,,A,D,A,,,A,C,A,A,D,,F,D
16073,,A,D,A,A,A,F,A,A,A,F,A,A,A,,A
16075,D,D,D,,A,A,D,D,,D,A,F,A,D,,
16076,D,A,D,,D,A,,A,,A,D,A,F,D,A,D
16077,A,D,A,A,,,D,,,F,A,A,,,D,D
16078,A,D,A,A,D,F,F,A,,D,F,A,A,F,,A
16079,A,A,F,F,A,A,D,,A,,A,A,A,D,,D
16080,A,A,A,A,A,,A,D,F,A,C,A,A,,D,
